iter	Logloss
130	0.4121908008
131	0.4117500732
132	0.4115227832
133	0.4113656689
134	0.4109481104
135	0.4104608301
136	0.4101705127
137	0.4097838477
138	0.4091929785
139	0.4090030078
140	0.40878875
141	0.4084675244
142	0.4082139697
143	0.4078148389
144	0.4075175732
145	0.4073157422
146	0.4071614014
147	0.4067015527
148	0.4064183398
149	0.4062318262
150	0.405924165
151	0.4054741602
152	0.4053008887
153	0.4051518652
154	0.4049639844
155	0.4046565381
156	0.4041233789
157	0.4037811816
158	0.4036431641
159	0.4032649121
160	0.4030964062
161	0.4028228174
162	0.4024243115
163	0.4022548242
164	0.402042002
165	0.4017492432
166	0.4015429297
167	0.401002041
168	0.4006960596
169	0.400452207
170	0.4002542676
171	0.3999635889
172	0.3998032227
173	0.399520376
174	0.3993493164
175	0.3990308594
176	0.3988871045
177	0.3984261572
178	0.3983012695
179	0.3980766602
180	0.3979541943
181	0.3979144238
182	0.3978043555
183	0.3976139941
184	0.3973790479
185	0.3972285742
186	0.3968878174
187	0.3964856445
188	0.3963044092
189	0.3960405908
190	0.3956551514
191	0.3955292871
192	0.3954072314
193	0.3951389697
194	0.3950168945
195	0.3948680811
196	0.3944476807
197	0.3939434863
198	0.3938086182
199	0.3935483936
200	0.3933596289
201	0.3931501807
202	0.3927196338
203	0.3924590625
204	0.3922257617
205	0.3919279395
206	0.3916262598
207	0.3914451807
208	0.3912341846
209	0.3909473633
210	0.3904812598
211	0.3901977393
212	0.3899686035
213	0.3898521582
214	0.3896533203
215	0.3895805859
216	0.3893460889
217	0.3891372852
218	0.3888933594
219	0.3886989941
220	0.3885499756
221	0.3884519922
222	0.3883800928
223	0.388270498
224	0.3880690967
225	0.3878647021
226	0.387746543
227	0.3875932715
228	0.3874395996
229	0.3873800439
230	0.3873176367
231	0.3871259766
232	0.3868332373
233	0.386744873
234	0.3865123584
235	0.3864590186
236	0.3863834912
237	0.3863145068
238	0.386044751
239	0.3859593701
240	0.3857875488
241	0.3856949805
242	0.3855246533
243	0.3852273291
244	0.3850953809
245	0.384956626
246	0.3844936768
247	0.3843761475
248	0.3841933447
249	0.3839584424
250	0.3837778613
251	0.3836518115
252	0.3835375342
253	0.383340957
254	0.383124248
255	0.3829871094
256	0.3829202051
257	0.3827615088
258	0.3826117529
259	0.3823296143
260	0.3820690381
261	0.3818861328
262	0.3816234131
263	0.3814443896
264	0.3811071973
265	0.3809794092
266	0.3807172559
267	0.3806981152
268	0.3805956689
269	0.3803703809
270	0.380270791
271	0.3799401318
272	0.3796462256
273	0.3794097607
274	0.3792093896
275	0.3790495703
276	0.3789050049
277	0.3787983984
278	0.3787116504
279	0.3785443018
280	0.3784810986
281	0.3782584766
282	0.3780735693
283	0.3779309424
284	0.3778364258
285	0.3777153906
286	0.377599751
287	0.3774975781
288	0.3772929443
289	0.3770940967
290	0.3769420703
291	0.3767808154
292	0.3767062549
293	0.3766279248
294	0.3762494092
295	0.3761295117
296	0.3757754639
297	0.3755839795
298	0.3755166357
299	0.3754000879
300	0.3753095117
301	0.3750826807
302	0.3750101904
303	0.3746875049
304	0.3744978418
305	0.3743556348
306	0.3742079834
307	0.3740337061
308	0.3739214502
309	0.3738312695
310	0.373639248
311	0.3735573975
312	0.3734773242
313	0.3734374316
314	0.3732504541
315	0.3731451025
316	0.3730320898
317	0.3729924756
318	0.3727782471
319	0.3725642334
320	0.3723863574
321	0.372288833
322	0.372225376
323	0.3721679688
324	0.3720111475
325	0.3718930322
326	0.3717247998
327	0.3715479688
328	0.3713216016
329	0.3708653223
330	0.3704949902
331	0.3702626758
332	0.3701132227
333	0.3698892969
334	0.3695166553
335	0.3691772705
336	0.3691098535
337	0.3688340967
338	0.3686972119
339	0.3685537598
340	0.3683204932
341	0.3681811133
342	0.3679891211
343	0.3677827441
344	0.367679502
345	0.3673262061
346	0.3671662891
347	0.3670445752
348	0.366724126
349	0.366492124
350	0.3662634961
351	0.3659714307
352	0.3655223584
353	0.3652407324
354	0.3650652832
355	0.3649238867
356	0.364825791
357	0.3646558105
358	0.3644645459
359	0.3642600879
360	0.3640210205
361	0.3637044971
362	0.3635208643
363	0.3632211572
364	0.3628811914
365	0.3627515234
366	0.3626686768
367	0.362439834
368	0.3622692871
369	0.3621356641
370	0.3618913037
371	0.3617461035
372	0.3616110156
373	0.3613952051
374	0.361174707
375	0.360722124
376	0.3604521875
377	0.3602686865
378	0.3600929102
379	0.3596215869
380	0.3594020703
381	0.3591143896
382	0.358763042
383	0.3583189014
384	0.3580245996
385	0.3577504883
386	0.3574942041
387	0.357254082
388	0.3569725
389	0.3567405664
390	0.3565186572
391	0.3562768262
392	0.3560178125
393	0.3557164746
394	0.355529248
395	0.3552248779
396	0.3549455518
397	0.3547031689
398	0.3544407471
399	0.3540233496
400	0.3536899268
401	0.3533547217
402	0.3530721191
403	0.352799624
404	0.3526610986
405	0.3522972656
406	0.3520395605
407	0.3518041504
408	0.3515235645
409	0.3512729443
410	0.3510750146
411	0.3508408301
412	0.35064625
413	0.3503785352
414	0.3501053613
415	0.3498152002
416	0.3495400537
417	0.3492644922
418	0.3489801367
419	0.3484231445
420	0.3481953906
421	0.3479641357
422	0.3476998389
423	0.3474772852
424	0.3473280762
425	0.3470897363
426	0.3467197363
427	0.3465260059
428	0.3462535693
429	0.3461400586
430	0.3458154004
431	0.3454789355
432	0.3452145947
433	0.3448628564
434	0.3445745312
435	0.3444312158
436	0.3442898486
437	0.3441970068
438	0.3439147461
439	0.3436477686
440	0.3433684863
441	0.3430678516
442	0.3428247754
443	0.3426001025
444	0.342334541
445	0.3421423193
446	0.3420249756
447	0.3418901758
448	0.3417147314
449	0.341599834
450	0.3413534766
451	0.3410738867
452	0.3408488184
453	0.3406514844
454	0.3404783838
455	0.3402450049
456	0.3401510498
457	0.3400321973
458	0.3397894873
459	0.3395508643
460	0.3394269971
461	0.3390701904
462	0.338787627
463	0.3386580127
464	0.3384846924
465	0.3382249658
466	0.3380053662
467	0.3378385449
468	0.3375459375
469	0.3374146143
470	0.3372981006
471	0.3370825684
472	0.3368315186
473	0.3364879639
474	0.3361876147
475	0.3360316797
476	0.335904668
477	0.3357484497
478	0.3355820337
479	0.3353851855
480	0.3351782666
481	0.3350337207
482	0.3348590015
483	0.3345863159
484	0.3344420337
485	0.3341623364
486	0.3339953662
487	0.3336902319
488	0.3336303394
489	0.333609751
490	0.3334840771
491	0.3333076831
492	0.3330742212
493	0.3328904858
494	0.3326852783
495	0.332561416
496	0.3324419409
497	0.3322745288
498	0.3321444409
499	0.3319879346
500	0.3318489282
501	0.3318274072
502	0.3316050439
503	0.331457439
504	0.3312122876
505	0.3311098706
506	0.330923938
507	0.3309048975
508	0.3307279419
509	0.3305685547
510	0.3303119897
511	0.3301024902
512	0.3299322803
513	0.3296897241
514	0.3295258032
515	0.3293491064
516	0.3290805103
517	0.3288703906
518	0.3286861157
519	0.3285368823
520	0.3282974756
521	0.3281590039
522	0.3279727563
523	0.3278966675
524	0.3277350537
525	0.3277243921
526	0.3275785669
527	0.327332666
528	0.3271970386
529	0.326970498
530	0.3268345923
531	0.3268007666
532	0.3267910059
533	0.3266651611
534	0.3265612769
535	0.326437041
536	0.3262761353
537	0.3260962817
538	0.3259036548
539	0.3257640259
540	0.3254770947
541	0.3252601855
542	0.3251035132
543	0.3250301978
544	0.3248449561
545	0.3245790796
546	0.3243641748
547	0.3242429712
548	0.3241004077
549	0.3239960498
550	0.3237328833
551	0.323615625
552	0.3235109546
553	0.3232823145
554	0.3230569946
555	0.3229443604
556	0.3227605713
557	0.322635415
558	0.3224738281
559	0.3222926465
560	0.3221709106
561	0.3220027148
562	0.3217962231
563	0.3217718286
564	0.321586106
565	0.3213995166
566	0.3213219019
567	0.3211405029
568	0.321047334
569	0.3208931055
570	0.3207133911
571	0.3204582153
572	0.3202507104
573	0.3201562354
574	0.3201383862
575	0.3199580493
576	0.3198051001
577	0.3196155933
578	0.3194649707
579	0.319370127
580	0.3191370459
581	0.3189659375
582	0.3187710132
583	0.3186280518
584	0.3185273047
585	0.3183897656
586	0.3181653613
587	0.3179578809
588	0.3178253906
589	0.3177282739
590	0.3175947583
591	0.3174352441
592	0.3173056909
593	0.3171518188
594	0.3169575708
595	0.3168580078
596	0.3167150171
597	0.3165271875
598	0.3163153833
599	0.3160902734
600	0.3159927856
601	0.3157134766
602	0.3155565967
603	0.3153188818
604	0.3152952051
605	0.3151734473
606	0.3151443921
607	0.3149468237
608	0.3147701392
609	0.3145133325
610	0.314331394
611	0.3141796973
612	0.3141704761
613	0.3140622144
614	0.3139086572
615	0.3136792993
616	0.3134485938
617	0.3134421289
618	0.3132974414
619	0.3131438965
620	0.3130064258
621	0.3128365918
622	0.3125991089
623	0.3124673267
624	0.3123499097
625	0.3121661548
626	0.31203771
627	0.3118671313
628	0.3117412256
629	0.3115384082
630	0.3114015259
631	0.3112456836
632	0.3111007764
633	0.31098979
634	0.3108300513
635	0.3107571924
636	0.3106237891
637	0.3104312891
638	0.3102671704
639	0.3100950122
640	0.3099460767
641	0.3098055762
642	0.3095770483
643	0.3094437012
644	0.3093443579
645	0.3092748193
646	0.3090910645
647	0.3090227319
648	0.3089467944
649	0.3088404004
650	0.3086712109
651	0.3086308447
652	0.3084381421
653	0.3083860034
654	0.3082628442
655	0.3081886084
656	0.3080416626
657	0.3077760962
658	0.3076003979
659	0.3075921021
660	0.3074529712
661	0.3073511743
662	0.3071659497
663	0.3070850928
664	0.3069602344
665	0.306861106
666	0.3067592749
667	0.3067519751
668	0.3065956348
669	0.3064179443
670	0.3063006201
671	0.3061833081
672	0.3060493115
673	0.3058996216
674	0.3057052905
675	0.3055747998
676	0.3054200952
677	0.3052893823
678	0.3051678882
679	0.3050025293
680	0.3048873218
681	0.3048342456
682	0.3046966455
683	0.3045845972
684	0.304472959
685	0.3041640454
686	0.3039974683
687	0.3039877734
688	0.3039808643
689	0.3038515308
690	0.303734585
691	0.3036105249
692	0.3035277661
693	0.303316438
694	0.3030371582
695	0.3028868677
696	0.302731228
697	0.3025935693
698	0.302467019
699	0.3023156958
700	0.3021431055
701	0.3020134131
702	0.3019474097
703	0.3018065479
704	0.3016841235
705	0.3016405615
706	0.3016349023
707	0.3015031885
708	0.301354126
709	0.3011613867
710	0.3010630957
711	0.3009298901
712	0.3007819214
713	0.3006332495
714	0.3005419678
715	0.3004098828
716	0.3002619067
717	0.3001222412
718	0.3000238037
719	0.2999366382
720	0.2999316235
721	0.2998010596
722	0.2997003979
723	0.2995256543
724	0.2994035107
725	0.2991361353
726	0.298936792
727	0.2987387671
728	0.2986313696
729	0.2985685034
730	0.2985070093
731	0.2984001025
732	0.2982759351
733	0.2982341064
734	0.2981264917
735	0.2980477441
736	0.2979165063
737	0.2978480151
738	0.2976385913
739	0.29753396
740	0.2975290601
741	0.2973900269
742	0.2973846753
743	0.2972856689
744	0.2971808252
745	0.2970415991
746	0.2969424365
747	0.2968121509
748	0.296699436
749	0.2966190967
750	0.2963872803
751	0.2962660791
752	0.2961536597
753	0.2960342676
754	0.2958971606
755	0.2958534033
756	0.2957149219
757	0.2955341162
758	0.2954519946
759	0.2953532251
760	0.2952645264
761	0.2951372705
762	0.2951212109
763	0.2950279858
764	0.2948320215
765	0.2947434253
766	0.2946394629
767	0.2945197778
768	0.2943780396
769	0.2942511426
770	0.2941872852
771	0.2940748389
772	0.2938434985
773	0.2937192993
774	0.2935984766
775	0.2934879468
776	0.2933067822
777	0.2931569751
778	0.2929640039
779	0.2929188574
780	0.2928065137
781	0.2927027686
782	0.2925348462
783	0.2924585425
784	0.292319563
785	0.29219573
786	0.2919602417
787	0.2918655811
788	0.2917932422
789	0.2915378467
790	0.2914008716
791	0.2912570605
792	0.2911128442
793	0.2909649731
794	0.2908248535
795	0.2907361304
796	0.2906614819
797	0.2905430054
798	0.290387998
799	0.2902165747
800	0.2900060571
801	0.2898248291
802	0.2897153027
803	0.2896517065
804	0.2895522388
805	0.2894422803
806	0.2891959424
807	0.2891266235
808	0.2890008081
809	0.2888816284
810	0.2887433276
811	0.2886208911
812	0.288512334
813	0.2883717212
814	0.2882845947
815	0.288152998
816	0.2880600635
817	0.2878813257
818	0.2877857568
819	0.2877259595
820	0.2876656323
821	0.2875271094
822	0.2874127588
823	0.2873305786
824	0.2871509448
825	0.2870395483
826	0.2869428589
827	0.2867988965
828	0.2866920898
829	0.2865364087
830	0.2863624731
831	0.2862449585
832	0.2861459229
833	0.2860290625
834	0.2860069019
835	0.2859430103
836	0.2858787231
837	0.2856996191
838	0.2856221191
839	0.285531333
840	0.2854718872
841	0.2854038794
842	0.2852421753
843	0.2851590088
844	0.2849403223
845	0.2847735352
846	0.284711001
847	0.284628916
848	0.2844880176
849	0.2843890479
850	0.2842886646
851	0.2842080786
852	0.2840967285
853	0.2840333374
854	0.2840297632
855	0.2839495972
856	0.2837245776
857	0.2836119434
858	0.2835322729
859	0.283376123
860	0.2832607666
861	0.2831614673
862	0.2830780322
863	0.2829136597
864	0.2827981543
865	0.2827936182
866	0.2825783716
867	0.2824809912
868	0.2824785376
869	0.2824746899
870	0.2823364429
871	0.28215198
872	0.2820807495
873	0.281998916
874	0.2819954468
875	0.2818789111
876	0.2817994238
877	0.2817314917
878	0.2817288452
879	0.2816369922
880	0.2815812988
881	0.2814520532
882	0.2812864795
883	0.2812152563
884	0.2811344189
885	0.2810827124
886	0.281031521
887	0.2809402051
888	0.2808513306
889	0.2807006689
890	0.2806654517
891	0.2806573584
892	0.2806502539
893	0.2806020288
894	0.2805421533
895	0.2805376733
896	0.2805353687
897	0.2804467432
898	0.2803447266
899	0.2802529834
900	0.2802487109
901	0.2801538159
902	0.2800333447
903	0.2799570996
904	0.2798299414
905	0.2797214038
906	0.2797093555
907	0.2795615576
908	0.2795582349
909	0.27953521
910	0.2794243628
911	0.2793332666
912	0.2793305933
913	0.2792108545
914	0.2791353149
915	0.279133269
916	0.279008667
917	0.278863833
918	0.2787626514
919	0.2787030469
920	0.2786934473
921	0.2786136499
922	0.2785488916
923	0.2783543164
924	0.2782644287
925	0.2782624243
926	0.278173562
927	0.2781642261
928	0.27808354
929	0.2780817236
930	0.2780047754
931	0.2779308057
932	0.2778411011
933	0.277727417
934	0.2777173145
935	0.277556875
936	0.2774592188
937	0.2773519116
938	0.2772554468
939	0.2772523169
940	0.2771559082
941	0.2770774048
942	0.2769984058
943	0.2768813818
944	0.2767393701
945	0.2766710083
946	0.276668064
947	0.2764796631
948	0.2763633569
949	0.2762699316
950	0.2760800293
951	0.2759695703
952	0.2758097705
953	0.2757183862
954	0.2755615332
955	0.2754947974
956	0.2754173169
957	0.275277998
958	0.2751710889
959	0.2750706909
960	0.2750688135
961	0.2750667065
962	0.2749860498
963	0.2748947778
964	0.2746846191
965	0.274519646
966	0.2744160645
967	0.2744145508
968	0.274241084
969	0.2741327051
970	0.2740456152
971	0.2739412549
972	0.2738137622
973	0.2738006958
974	0.2736873535
975	0.2735730127
976	0.2735028369
977	0.273416748
978	0.2733253198
979	0.2732290283
980	0.2731169092
981	0.2730632446
982	0.2729313208
983	0.2727965356
984	0.272688396
985	0.2726349072
986	0.2725564917
987	0.2723341577
988	0.2721904614
989	0.2720046753
990	0.271894397
991	0.2717964404
992	0.2716915771
993	0.2716459058
994	0.2715442261
995	0.2713805444
996	0.2713292871
997	0.2712747168
998	0.2711366187
999	0.2710486963
1000	0.2708827686
1001	0.2707825903
1002	0.2706602417
1003	0.2704830444
1004	0.2703496509
1005	0.2702877637
1006	0.2702851538
1007	0.2702831934
1008	0.2702232617
1009	0.270166543
1010	0.2700417822
1011	0.2699527661
1012	0.2698051807
1013	0.269655769
1014	0.2695583374
1015	0.269490061
1016	0.2694351611
1017	0.2692752808
1018	0.2691730151
1019	0.2690247461
1020	0.2688695313
1021	0.2687302246
1022	0.2686133936
1023	0.2684549731
1024	0.2683248389
1025	0.268153999
1026	0.2680783105
1027	0.2680013818
1028	0.2679336206
1029	0.2678643994
1030	0.2678032202
1031	0.2676982471
1032	0.2676280444
1033	0.2675779297
1034	0.2674586987
1035	0.2674027515
1036	0.2672675684
1037	0.2672230444
1038	0.267165
1039	0.2671469678
1040	0.2671143286
1041	0.2670089063
1042	0.2669064893
1043	0.2668385986
1044	0.2668363135
1045	0.2667176392
1046	0.2666132861
1047	0.2665435181
1048	0.2664643652
1049	0.2663879443
1050	0.266273252
1051	0.2662659717
1052	0.2661544385
1053	0.2660714575
1054	0.2660218433
1055	0.2659261279
1056	0.265906853
1057	0.265754729
1058	0.2656388647
1059	0.2655077051
1060	0.2654415381
1061	0.2653766113
1062	0.2653740283
1063	0.2653717285
1064	0.265238855
1065	0.2651510254
1066	0.2649460742
1067	0.2648247803
1068	0.2647435669
1069	0.2646746826
1070	0.2646177905
1071	0.2646101099
1072	0.2646071802
1073	0.2646053613
1074	0.2645706128
1075	0.2645300732
1076	0.2644955225
1077	0.264448103
1078	0.2644460889
1079	0.2644445728
1080	0.2643618506
1081	0.2642935937
1082	0.2642923291
1083	0.2641834912
1084	0.2640350684
1085	0.2639601953
1086	0.2638299536
1087	0.2637736108
1088	0.2637001074
1089	0.2636056519
1090	0.2636044336
1091	0.2635343262
1092	0.2634628809
1093	0.2633008862
1094	0.2631451221
1095	0.2631438477
1096	0.2630966162
1097	0.2630228564
1098	0.2629148096
1099	0.2628042334
1100	0.2626829248
1101	0.2625987476
1102	0.2625503003
1103	0.262481521
1104	0.262379729
1105	0.2623783472
1106	0.2623263599
1107	0.2623240479
1108	0.2622521655
1109	0.2621866724
1110	0.2620559497
1111	0.2619420044
1112	0.2619065454
1113	0.2618492993
1114	0.2618376465
1115	0.2617326123
1116	0.2616368311
1117	0.2615941528
1118	0.261566084
1119	0.261503999
1120	0.2614362207
1121	0.2613915259
1122	0.2612620972
1123	0.2611881104
1124	0.2610900391
1125	0.2609443164
1126	0.2608432471
1127	0.2607235913
1128	0.2606624341
1129	0.260611543
1130	0.2605116064
1131	0.260389436
1132	0.2603309131
1133	0.2602353369
1134	0.2601950635
1135	0.2601098169
1136	0.260055918
1137	0.2600355054
1138	0.259985022
1139	0.2598208911
1140	0.2597232251
1141	0.2595720508
1142	0.2593933813
1143	0.2592801025
1144	0.259255769
1145	0.2591391235
1146	0.2590075708
1147	0.2588752271
1148	0.2588340674
1149	0.2586811938
1150	0.2586478296
1151	0.2585634375
1152	0.2584833423
1153	0.2584155762
1154	0.2582986353
1155	0.258209834
1156	0.2581916772
1157	0.2581044946
1158	0.257981167
1159	0.2578903589
1160	0.257780332
1161	0.2576619824
1162	0.2576147388
1163	0.2574639404
1164	0.2574213574
1165	0.2573551733
1166	0.2572254932
1167	0.257133147
1168	0.2570238428
1169	0.2569179199
1170	0.2568666553
1171	0.2567373877
1172	0.2565689258
1173	0.2564784839
1174	0.2563722827
1175	0.2562818115
1176	0.2562289136
1177	0.2561823999
1178	0.2561325757
1179	0.25607677
1180	0.2560749609
1181	0.2560237866
1182	0.2559798169
1183	0.2558718555
1184	0.2557435889
1185	0.255653396
1186	0.2556149487
1187	0.2555488965
1188	0.2555132031
1189	0.2554647803
1190	0.2553873828
1191	0.255334646
1192	0.2552827075
1193	0.2551364185
1194	0.2550264014
1195	0.2549330835
1196	0.2548485425
1197	0.2547809448
1198	0.2547015552
1199	0.2545742065
1200	0.2544697119
1201	0.2543564893
1202	0.254269353
1203	0.2541793164
1204	0.2541107373
1205	0.2540550366
1206	0.2539759375
1207	0.2539062891
1208	0.2538110571
1209	0.2537247046
1210	0.2535471509
1211	0.2535256714
1212	0.2534121265
1213	0.2533477832
1214	0.2533462183
1215	0.2532773779
1216	0.253201792
1217	0.2531765527
1218	0.2531322949
1219	0.2530108057
1220	0.2529659424
1221	0.2528815454
1222	0.2527166284
1223	0.25256427
1224	0.2524443726
1225	0.2523771069
1226	0.2523578833
1227	0.2523566968
1228	0.2522718188
1229	0.2521014453
1230	0.2520433838
1231	0.2519376489
1232	0.251843396
1233	0.2517276489
1234	0.2516076392
1235	0.2515314233
1236	0.2514522681
1237	0.251360708
1238	0.2512988477
1239	0.2512607202
1240	0.2512595679
1241	0.2512078101
1242	0.251085437
1243	0.2510052783
1244	0.2508982397
1245	0.2508513257
1246	0.2508445166
1247	0.2507808594
1248	0.2507080273
1249	0.2507058496
1250	0.2506256177
1251	0.250601958
1252	0.2504781104
1253	0.2504246265
1254	0.2502801953
1255	0.2501747144
1256	0.2501146558
1257	0.2501051978
1258	0.2500785352
1259	0.2499903271
1260	0.2499150293
1261	0.2499110156
1262	0.2498478101
1263	0.2497409448
1264	0.2496577954
1265	0.2496026978
1266	0.2494745483
1267	0.249387041
1268	0.2493858301
1269	0.2492901514
1270	0.2491603076
1271	0.2490854272
1272	0.2490196191
1273	0.2489081177
1274	0.2488615942
1275	0.2487936426
1276	0.2487194263
1277	0.2486333154
1278	0.2485388501
1279	0.2484488403
1280	0.2483859448
1281	0.2482630688
1282	0.2482297729
1283	0.248222959
1284	0.2482151782
1285	0.2481547314
1286	0.2480833472
1287	0.2480069189
1288	0.2479303296
1289	0.2478740723
1290	0.2477500073
1291	0.2476302734
1292	0.2475615161
1293	0.2474570679
1294	0.2473826343
1295	0.247348584
1296	0.2472780762
1297	0.2471707568
1298	0.2470360425
1299	0.246977085
1300	0.2469717188
1301	0.2468579541
1302	0.2467928027
1303	0.246691106
1304	0.2466449023
1305	0.2465702734
1306	0.2465052295
1307	0.2464226685
1308	0.2463100977
1309	0.2463089355
1310	0.246235127
1311	0.2461938599
1312	0.246073064
1313	0.2459794263
1314	0.2459234839
1315	0.245826272
1316	0.2457346802
1317	0.2457321631
1318	0.2456784619
1319	0.2456132251
1320	0.2455793335
1321	0.2454676929
1322	0.2453775952
1323	0.2453047607
1324	0.2452315308
1325	0.245109895
1326	0.2450775977
1327	0.2449793457
1328	0.244931958
1329	0.244886106
1330	0.2447431909
1331	0.2446274341
1332	0.2445627905
1333	0.2444957056
1334	0.2444377515
1335	0.2443847827
1336	0.2443070215
1337	0.2442089844
1338	0.2441500977
1339	0.2440224902
1340	0.2439598145
1341	0.2439110962
1342	0.2438962061
1343	0.2438270605
1344	0.2437518188
1345	0.2436702441
1346	0.2435714673
1347	0.2434961377
1348	0.2434695752
1349	0.2434400146
1350	0.2434140747
1351	0.2433414722
1352	0.2433002393
1353	0.2432370581
1354	0.2431317651
1355	0.2430830127
1356	0.2430262646
1357	0.2429675854
1358	0.2429046289
1359	0.2428619263
1360	0.2427574072
1361	0.2426743018
1362	0.2426047095
1363	0.2425834448
1364	0.2425822388
1365	0.242522832
1366	0.242493103
1367	0.2424579395
1368	0.2424176953
1369	0.2423164917
1370	0.2422428931
1371	0.2421722266
1372	0.2421037451
1373	0.2420023828
1374	0.241885083
1375	0.2418212866
1376	0.2417525073
1377	0.241646123
1378	0.2415453247
1379	0.2414534644
1380	0.2414137915
1381	0.2414077368
1382	0.2413432104
1383	0.2412810791
1384	0.2412243506
1385	0.2411796558
1386	0.2411364966
1387	0.2410201001
1388	0.2409553687
1389	0.2409251392
1390	0.2408222925
1391	0.2407893555
1392	0.2406922241
1393	0.2406675195
1394	0.2405807544
1395	0.2404789429
1396	0.2404168726
1397	0.2403804053
1398	0.2402969409
1399	0.2401937646
1400	0.2401359326
1401	0.2400779175
1402	0.2400521313
1403	0.2400003125
1404	0.2398961938
1405	0.2398360059
1406	0.2397670264
1407	0.2397423877
1408	0.2396525415
1409	0.2395040234
1410	0.2394088843
1411	0.2392611523
1412	0.2391558618
1413	0.2390752271
1414	0.2390461743
1415	0.2389586328
1416	0.238845979
1417	0.2387926172
1418	0.238770249
1419	0.2387272168
1420	0.2386643408
1421	0.2386043262
1422	0.2385465747
1423	0.2384967212
1424	0.2384213623
1425	0.2383607617
1426	0.2382985254
1427	0.2381968506
1428	0.2381062036
1429	0.2379716992
1430	0.2378704492
1431	0.2378230396
1432	0.2377849048
1433	0.2377560815
1434	0.2377549683
1435	0.2376585815
1436	0.2376105688
1437	0.2375506226
1438	0.2374732666
1439	0.2374456152
1440	0.2373821875
1441	0.2373072705
1442	0.2372483154
1443	0.2371227319
1444	0.2370503003
1445	0.2370029126
1446	0.2369436377
1447	0.2369241919
1448	0.2368926904
1449	0.2367478467
1450	0.2367372827
1451	0.2366744922
1452	0.2365580933
1453	0.2364337549
1454	0.2363389795
1455	0.2362557886
1456	0.2361943359
1457	0.236172627
1458	0.2361221387
1459	0.2360696118
1460	0.2359866748
1461	0.2359483398
1462	0.2359063281
1463	0.2357880566
1464	0.2357582007
1465	0.2357122021
1466	0.2356001465
1467	0.2355253564
1468	0.2353715259
1469	0.235355083
1470	0.2353207764
1471	0.2352526172
1472	0.2351845972
1473	0.2351375464
1474	0.2351189404
1475	0.2350572852
1476	0.2350105469
1477	0.2350089331
1478	0.2349829468
1479	0.2349206836
1480	0.2348662891
1481	0.2347922412
1482	0.2347056396
1483	0.2346598853
1484	0.2345727173
1485	0.2345146973
1486	0.2344408521
1487	0.2343977734
1488	0.2343487842
1489	0.2343008276
1490	0.234228894
1491	0.234172876
1492	0.2341458545
1493	0.2340739526
1494	0.23404021
1495	0.2339893579
1496	0.2339408618
1497	0.2339045825
1498	0.2338034619
1499	0.2337458203
1500	0.2336606226
1501	0.2336289062
1502	0.2335368311
1503	0.2334634131
1504	0.2333795483
1505	0.2333551416
1506	0.2332912085
1507	0.2331476343
1508	0.2330784863
1509	0.2330221558
1510	0.2329037354
1511	0.2328694287
1512	0.2328673193
