iter	Logloss
1513	0.2328589648
1514	0.2328094287
1515	0.2327424707
1516	0.2326131836
1517	0.2325515576
1518	0.2324694238
1519	0.232466709
1520	0.2323961963
1521	0.2323156616
1522	0.2322284766
1523	0.2321738306
1524	0.2321280005
1525	0.2320424365
1526	0.2319963574
1527	0.2319701294
1528	0.2318876562
1529	0.2318686841
1530	0.2318334839
1531	0.2317794824
1532	0.2316896777
1533	0.2316295337
1534	0.2315742725
1535	0.2315075244
1536	0.231473855
1537	0.231471731
1538	0.2314700952
1539	0.2314459497
1540	0.2313958472
1541	0.2312576147
1542	0.231220061
1543	0.2311577588
1544	0.2311136108
1545	0.2310140308
1546	0.2309467285
1547	0.2308907764
1548	0.2308893115
1549	0.2308214209
1550	0.2307938525
1551	0.2307180493
1552	0.2306737329
1553	0.2305958203
1554	0.2305264868
1555	0.2304450098
1556	0.2304039722
1557	0.2303766333
1558	0.2303017407
1559	0.2302402222
1560	0.2301830225
1561	0.2301060522
1562	0.2300109668
1563	0.2299430811
1564	0.2298678784
1565	0.2298137207
1566	0.2297401685
1567	0.229633291
1568	0.2295448291
1569	0.2294880103
1570	0.2294428589
1571	0.2294362476
1572	0.2294048901
1573	0.2293562476
1574	0.2292141577
1575	0.2292047021
1576	0.2291425342
1577	0.2290234448
1578	0.2289483105
1579	0.2288810547
1580	0.2287429321
1581	0.2286697485
1582	0.2286389038
1583	0.2285192578
1584	0.2284457471
1585	0.2284315356
1586	0.2284152173
1587	0.2283123242
1588	0.228279585
1589	0.2282239258
1590	0.2281500977
1591	0.2281215527
1592	0.2280354663
1593	0.2279672144
1594	0.2278678589
1595	0.2277796143
1596	0.2277220068
1597	0.2276722192
1598	0.2276474902
1599	0.2276435449
1600	0.2275867578
1601	0.2275549194
1602	0.227514751
1603	0.2274427979
1604	0.2273728198
1605	0.2272814795
1606	0.2271936206
1607	0.2271593091
1608	0.2270774609
1609	0.2270198877
1610	0.2269464111
1611	0.2268869604
1612	0.2268188892
1613	0.2268083789
1614	0.226727644
1615	0.2266448608
1616	0.2265751978
1617	0.2265703418
1618	0.2265286377
1619	0.2264125537
1620	0.2263329688
1621	0.2262554956
1622	0.2261940234
1623	0.2260665796
1624	0.225980376
1625	0.2259562451
1626	0.2259214526
1627	0.2258307275
1628	0.2257724609
1629	0.2257707959
1630	0.2257137183
1631	0.2257032495
1632	0.225663623
1633	0.2256560156
1634	0.2255933228
1635	0.2255849487
1636	0.2254728979
1637	0.2253761792
1638	0.2253435669
1639	0.2252760913
1640	0.2252671216
1641	0.2252182104
1642	0.2251708203
1643	0.2250515332
1644	0.2250058594
1645	0.2248822974
1646	0.224810769
1647	0.2247394604
1648	0.224646626
1649	0.224594043
1650	0.2245408765
1651	0.2245331665
1652	0.2244363159
1653	0.2243554858
1654	0.2242970923
1655	0.2242494556
1656	0.2242481958
1657	0.2242139209
1658	0.224143252
1659	0.2240771606
1660	0.2240415698
1661	0.2240123267
1662	0.2239576392
1663	0.2239289404
1664	0.2238871777
1665	0.2237856519
1666	0.2237559595
1667	0.2237285181
1668	0.2236670288
1669	0.2235674609
1670	0.2235265161
1671	0.2234787183
1672	0.2233918359
1673	0.2233093896
1674	0.2232584961
1675	0.2231511768
1676	0.2230569897
1677	0.2229566479
1678	0.2229100732
1679	0.2228455005
1680	0.2227541968
1681	0.2226821069
1682	0.2226214917
1683	0.2225940674
1684	0.2225284448
1685	0.2224271777
1686	0.2223956543
1687	0.2223547119
1688	0.2222931396
1689	0.2222440796
1690	0.2221819238
1691	0.222132334
1692	0.2220935889
1693	0.2220918213
1694	0.2219814722
1695	0.2219304102
1696	0.2218775049
1697	0.2217970898
1698	0.2217378979
1699	0.2217055249
1700	0.2216298145
1701	0.2215946704
1702	0.2215662524
1703	0.2215063354
1704	0.2214109424
1705	0.2212995776
1706	0.2212544238
1707	0.2212151465
1708	0.2211757642
1709	0.221125542
1710	0.2211248706
1711	0.2211020093
1712	0.2210755078
1713	0.2210167749
1714	0.2209455469
1715	0.2208916064
1716	0.2208291431
1717	0.22077802
1718	0.2207069849
1719	0.2206119556
1720	0.2205366089
1721	0.220457793
1722	0.2204334204
1723	0.2203098291
1724	0.2202515039
1725	0.2202059424
1726	0.2201232642
1727	0.2200536572
1728	0.2200231494
1729	0.2199613013
1730	0.2198454834
1731	0.2197597046
1732	0.2197114014
1733	0.2197098071
1734	0.2196994019
1735	0.2195929517
1736	0.2195672339
1737	0.2195104639
1738	0.2194357764
1739	0.2193759302
1740	0.2192817944
1741	0.219202771
1742	0.2191502368
1743	0.2191486963
1744	0.2190785132
1745	0.2190322534
1746	0.2189948486
1747	0.2189120166
1748	0.2188076709
1749	0.2187595923
1750	0.2186961938
1751	0.2186866479
1752	0.218652085
1753	0.2186078052
1754	0.218569646
1755	0.2185127173
1756	0.2184724731
1757	0.218413811
1758	0.2183215747
1759	0.2182493384
1760	0.2181496655
1761	0.2181082031
1762	0.2180839185
1763	0.218046438
1764	0.2179814038
1765	0.2179582178
1766	0.2178859424
1767	0.2178462207
1768	0.2177981543
1769	0.2177770361
1770	0.2177098145
1771	0.2176153101
1772	0.2175544971
1773	0.2174768481
1774	0.2174196899
1775	0.2173487891
1776	0.2172939697
1777	0.2172435205
1778	0.2171831812
1779	0.2171757617
1780	0.2170782471
1781	0.2170229907
1782	0.2170010327
1783	0.2169328931
1784	0.216897583
1785	0.2167776294
1786	0.2167154956
1787	0.2166357495
1788	0.21660073
1789	0.2165230518
1790	0.2164647925
1791	0.2163655664
1792	0.2162783057
1793	0.2162299097
1794	0.2161300391
1795	0.216100293
1796	0.2160446436
1797	0.2159343872
1798	0.2158808765
1799	0.2158527808
1800	0.2157876025
1801	0.2157419849
1802	0.2157080029
1803	0.2155929004
1804	0.2155095898
1805	0.2154672266
1806	0.2153829639
1807	0.2153582813
1808	0.21534521
1809	0.2152946973
1810	0.2152939673
1811	0.2152924951
1812	0.2152402148
1813	0.2151943433
1814	0.2151424243
1815	0.21512646
1816	0.2150938477
1817	0.2149971606
1818	0.2149678931
1819	0.2149376709
1820	0.2148812964
1821	0.2148114673
1822	0.2147808374
1823	0.214779834
1824	0.2147358667
1825	0.2147020557
1826	0.2146716626
1827	0.2146116553
1828	0.2145494897
1829	0.2144917896
1830	0.2144234717
1831	0.2143794263
1832	0.2143094995
1833	0.214265415
1834	0.2141755249
1835	0.2141040381
1836	0.214017356
1837	0.2139531958
1838	0.213945957
1839	0.2138732593
1840	0.2138001123
1841	0.2136551416
1842	0.2136105518
1843	0.2135711597
1844	0.2134797095
1845	0.2134143652
1846	0.2133582227
1847	0.2133088037
1848	0.2132194995
1849	0.2131423779
1850	0.2131142529
1851	0.2130454712
1852	0.2130269434
1853	0.2129779858
1854	0.2128986865
1855	0.212861958
1856	0.2127919409
1857	0.2127277905
1858	0.212663877
1859	0.2126215967
1860	0.2125512646
1861	0.2124975073
1862	0.2124626855
1863	0.2123986963
1864	0.2123351538
1865	0.2122684741
1866	0.2121995679
1867	0.2121582495
1868	0.2121217749
1869	0.2119887354
1870	0.211917793
1871	0.2118614038
1872	0.2118407666
1873	0.2117950537
1874	0.2117747119
1875	0.211762937
1876	0.2116846802
1877	0.2116150146
1878	0.2115519922
1879	0.2114323364
1880	0.2114010889
1881	0.2113558765
1882	0.2112962451
1883	0.2112690332
1884	0.2112399487
1885	0.211151604
1886	0.211092019
1887	0.2110269019
1888	0.2109630298
1889	0.2109191602
1890	0.210829895
1891	0.21074479
1892	0.2106511353
1893	0.2105764746
1894	0.2104702588
1895	0.2104643994
1896	0.2104192432
1897	0.210393252
1898	0.2103401758
1899	0.2102987329
1900	0.2102314868
1901	0.2101841602
1902	0.2100745093
1903	0.2100036841
1904	0.2099540479
1905	0.2099091016
1906	0.2098478076
1907	0.2097929346
1908	0.209724458
1909	0.2096635693
1910	0.2095740796
1911	0.2095622144
1912	0.2095381201
1913	0.209471062
1914	0.2094699683
1915	0.2094632104
1916	0.2094177271
1917	0.2093885327
1918	0.2093490649
1919	0.2092800391
1920	0.2092247705
1921	0.2091548633
1922	0.2090694849
1923	0.2090282544
1924	0.2090004858
1925	0.2089413013
1926	0.2088987036
1927	0.20885021
1928	0.2088223828
1929	0.2087437573
1930	0.208708374
1931	0.2087079858
1932	0.2086803076
1933	0.2086485059
1934	0.2086095288
1935	0.2085581958
1936	0.2084436157
1937	0.2084223975
1938	0.2083887573
1939	0.2083169092
1940	0.2082655005
1941	0.2082315454
1942	0.2081368286
1943	0.2080918042
1944	0.208024436
1945	0.2079120435
1946	0.2078640601
1947	0.2078281885
1948	0.2078134595
1949	0.2077567529
1950	0.2077190283
1951	0.2076894287
1952	0.2076887549
1953	0.2076689185
1954	0.2076052881
1955	0.2075439087
1956	0.2075153833
1957	0.2074715918
1958	0.2074407373
1959	0.2074326172
1960	0.2073683765
1961	0.2073126196
1962	0.2072693555
1963	0.2072245801
1964	0.2071935181
1965	0.2071879785
1966	0.2070995581
1967	0.2070304297
1968	0.2069614551
1969	0.2069530151
1970	0.2068708105
1971	0.2067856909
1972	0.2066651929
1973	0.2065639673
1974	0.2065420679
1975	0.2065108862
1976	0.2064706226
1977	0.2063958984
1978	0.2063725977
1979	0.2063421851
1980	0.2063395288
1981	0.2063370972
1982	0.2062918237
1983	0.2062673047
1984	0.2062140649
1985	0.2061362134
1986	0.206086438
1987	0.2060425781
1988	0.2059929712
1989	0.2059361768
1990	0.2058827441
1991	0.2058819751
1992	0.2058416455
1993	0.2057939648
1994	0.2057225562
1995	0.2056494263
1996	0.2055954663
1997	0.2055621899
1998	0.2055414478
1999	0.2054771753
