iter	Passed	Remaining
359	26750	121865
360	26819	121766
361	26890	121673
362	26950	121538
363	27017	121429
364	27087	121339
365	27146	121195
366	27200	121033
367	27265	120917
368	27326	120782
369	27383	120635
370	27445	120508
371	27505	120373
372	27564	120235
373	27623	120093
374	27683	119963
375	27756	119886
376	27818	119759
377	27879	119630
378	27941	119508
379	28020	119454
380	28090	119364
381	28149	119231
382	28216	119128
383	28286	119037
384	28361	118971
385	28435	118899
386	28506	118813
387	28571	118705
388	28649	118648
389	28720	118565
390	28789	118470
391	28859	118381
392	28923	118270
393	28991	118172
394	29053	118054
395	29135	118012
396	29205	117924
397	29278	117849
398	29345	117751
399	29414	117656
400	29481	117558
401	29547	117456
402	29618	117372
403	29678	117246
404	29748	117158
405	29822	117088
406	29902	117039
407	29983	116996
408	30064	116951
409	30131	116853
410	30197	116747
411	30266	116658
412	30335	116569
413	30409	116497
414	30486	116437
415	30555	116344
416	30625	116257
417	30697	116178
418	30783	116154
419	30866	116116
420	30928	116001
421	30996	115907
422	31065	115815
423	31127	115701
424	31189	115586
425	31262	115511
426	31346	115474
427	31411	115369
428	31484	115298
429	31540	115160
430	31614	115090
431	31690	115024
432	31762	114946
433	31853	114935
434	31940	114912
435	32014	114839
436	32092	114784
437	32161	114695
438	32225	114586
439	32291	114487
440	32360	114400
441	32430	114312
442	32510	114263
443	32582	114187
444	32663	114137
445	32734	114056
446	32800	113958
447	32873	113884
448	32957	113847
449	33024	113750
450	33100	113685
451	33176	113620
452	33239	113513
453	33301	113401
454	33368	113306
455	33438	113220
456	33489	113072
457	33549	112956
458	33623	112884
459	33702	112829
460	33775	112756
461	33847	112678
462	33916	112592
463	33978	112479
464	34043	112379
465	34137	112374
466	34209	112296
467	34278	112209
468	34352	112141
469	34422	112055
470	34486	111952
471	34566	111900
472	34636	111819
473	34704	111728
474	34784	111677
475	34845	111564
476	34911	111467
477	34980	111380
478	35046	111285
479	35122	111220
480	35193	111142
481	35256	111036
482	35320	110932
483	35395	110865
484	35453	110745
485	35527	110675
486	35594	110584
487	35679	110547
488	35737	110427
489	35796	110312
490	35857	110201
491	35951	110192
492	36015	110092
493	36079	109990
494	36145	109895
495	36204	109782
496	36267	109677
497	36331	109579
498	36397	109482
499	36461	109383
500	36527	109289
501	36576	109146
502	36651	109081
503	36706	108954
504	36785	108899
505	36863	108842
506	36931	108753
507	36985	108626
508	37056	108547
509	37114	108432
510	37187	108359
511	37254	108269
512	37322	108184
513	37406	108143
514	37476	108061
515	37549	107991
516	37619	107909
517	37684	107815
518	37750	107723
519	37821	107645
520	37892	107568
521	37957	107473
522	38025	107387
523	38078	107259
524	38140	107157
525	38188	107015
526	38257	106933
527	38330	106861
528	38393	106761
529	38461	106676
530	38523	106575
531	38576	106447
532	38630	106323
533	38693	106226
534	38751	106113
535	38809	106003
536	38868	105892
537	38941	105822
538	39002	105718
539	39074	105644
540	39151	105585
541	39222	105509
542	39290	105426
543	39348	105314
544	39519	105505
545	39603	105463
546	39690	105429
547	39754	105335
548	39823	105253
549	39886	105155
550	39962	105092
551	40032	105012
552	40095	104915
553	40156	104812
554	40221	104721
555	40282	104619
556	40350	104535
557	40420	104455
558	40491	104380
559	40560	104297
560	40622	104200
561	40693	104124
562	40765	104049
563	40817	103925
564	40890	103855
565	40953	103758
566	41008	103642
567	41073	103550
568	41139	103463
569	41201	103365
570	41275	103297
571	41344	103216
572	41413	103135
573	41474	103035
574	41524	102909
575	41584	102805
576	41655	102730
577	41726	102654
578	41804	102597
579	41872	102514
580	41951	102460
581	42036	102418
582	42125	102386
583	42191	102298
584	42253	102203
585	42319	102115
586	42395	102051
587	42470	101987
588	42527	101877
589	42586	101775
590	42656	101697
591	42736	101643
592	42801	101553
593	42878	101492
594	42948	101415
595	43007	101312
596	43073	101226
597	43141	101144
598	43208	101060
599	43277	100979
600	43346	100901
601	43420	100834
602	43484	100743
603	43560	100679
604	43624	100589
605	43691	100505
606	43743	100387
607	43816	100316
608	43892	100253
609	43969	100193
610	44045	100128
611	44125	100075
612	44173	99949
613	44232	99846
614	44298	99761
615	44370	99690
616	44457	99651
617	44509	99533
618	44580	99458
619	44655	99394
620	44717	99299
621	44773	99192
622	44856	99144
623	44928	99073
624	45011	99025
625	45082	98950
626	45158	98887
627	45224	98801
628	45296	98729
629	45359	98639
630	45440	98585
631	45508	98505
632	45574	98420
633	45636	98327
634	45709	98257
635	45765	98150
636	45833	98071
637	45954	98103
638	46082	98151
639	46153	98075
640	46232	98017
641	46297	97932
642	46375	97872
643	46452	97809
644	46523	97735
645	46581	97633
646	46649	97552
647	46706	97449
648	46763	97345
649	46821	97245
650	46888	97162
651	46942	97053
652	47013	96977
653	47066	96868
654	47139	96797
655	47208	96720
656	47273	96633
657	47336	96542
658	47411	96478
659	47460	96358
660	47526	96275
661	47596	96198
662	47665	96121
663	47730	96035
664	47808	95975
665	47880	95904
666	47952	95832
667	48001	95715
668	48075	95648
669	48150	95583
670	48222	95510
671	48286	95422
672	48343	95322
673	48408	95236
674	48473	95151
675	48540	95070
676	48608	94991
677	48668	94895
678	48732	94808
679	48800	94729
680	48866	94646
681	48928	94556
682	48985	94456
683	49043	94358
684	49122	94300
685	49187	94216
686	49246	94121
687	49296	94007
688	49346	93895
689	49444	93873
690	49529	93827
691	49616	93782
692	49702	93739
693	49797	93711
694	49889	93676
695	49975	93631
696	50046	93559
697	50113	93477
698	50188	93413
699	50259	93338
700	50340	93283
701	50413	93214
702	50482	93138
703	50574	93103
704	50660	93057
705	50725	92973
706	50799	92904
707	50897	92880
708	50993	92853
709	51102	92847
710	51184	92794
711	51279	92763
712	51352	92693
713	51438	92646
714	51511	92576
715	51587	92511
716	51693	92499
717	51784	92462
718	51862	92401
719	51929	92318
720	51983	92215
721	52059	92150
722	52157	92123
723	52229	92050
724	52297	91972
725	52371	91903
726	52448	91838
727	52513	91754
728	52572	91659
729	52627	91557
730	52685	91460
731	52751	91378
732	52817	91295
733	52871	91192
734	52934	91105
735	53006	91032
736	53082	90967
737	53148	90884
738	53230	90831
739	53299	90752
740	53346	90638
741	53413	90557
742	53462	90446
743	53519	90350
744	53576	90253
745	53643	90173
746	53709	90091
747	53772	90004
748	53841	89927
749	53897	89828
750	53974	89766
751	54044	89690
752	54103	89598
753	54171	89519
754	54233	89431
755	54285	89326
756	54347	89238
757	54413	89158
758	54474	89069
759	54541	88989
760	54597	88891
761	54659	88803
762	54709	88696
763	54783	88628
764	54855	88558
765	54915	88467
766	54978	88381
767	55043	88299
768	55106	88212
769	55168	88125
770	55230	88039
771	55291	87951
772	55373	87895
773	55457	87844
774	55551	87806
775	55639	87761
776	55735	87728
777	55838	87705
778	55939	87679
779	56014	87612
780	56107	87573
781	56196	87528
782	56293	87496
783	56351	87402
784	56412	87313
785	56477	87230
786	56551	87162
787	56618	87083
788	56678	86993
789	56762	86939
790	56855	86900
791	56954	86870
792	57039	86818
793	57147	86800
794	57246	86769
795	57331	86717
796	57399	86638
797	57468	86563
798	57538	86487
799	57610	86415
800	57686	86349
801	57761	86282
802	57847	86230
803	57927	86170
804	58011	86116
805	58096	86063
806	58201	86040
807	58281	85979
808	58358	85915
809	58439	85855
810	58518	85793
811	58602	85738
812	58676	85669
813	58745	85592
814	58807	85504
815	58893	85453
816	59000	85431
817	59078	85367
818	59142	85284
819	59206	85199
820	59284	85135
821	59389	85110
822	59460	85036
823	59516	84941
824	59591	84872
825	59662	84798
826	59762	84766
827	59868	84741
828	59933	84658
829	60004	84584
830	60070	84504
831	60128	84411
832	60185	84316
833	60248	84232
834	60301	84133
835	60364	84048
836	60421	83954
837	60493	83882
838	60551	83790
839	60617	83709
840	60679	83623
841	60742	83539
842	60824	83480
843	60888	83396
844	60966	83332
845	61036	83258
846	61099	83173
847	61167	83095
848	61244	83030
849	61315	82955
850	61379	82873
851	61443	82789
852	61509	82709
853	61564	82615
854	61615	82513
855	61681	82433
856	61782	82401
857	61852	82326
858	61923	82251
859	61998	82183
860	62079	82123
861	62148	82047
862	62207	81958
863	62283	81891
864	62349	81811
865	62398	81709
866	62478	81646
867	62555	81581
868	62614	81492
869	62669	81398
870	62790	81390
871	62901	81367
872	62964	81283
873	63018	81188
874	63070	81090
875	63131	81004
876	63191	80916
877	63246	80822
878	63293	80719
879	63359	80639
880	63422	80555
881	63488	80476
882	63571	80418
883	63631	80331
884	63687	80239
885	63742	80146
886	63811	80069
887	63878	79992
888	63950	79919
889	64043	79874
890	64108	79794
891	64169	79708
892	64232	79625
893	64295	79541
894	64353	79453
895	64420	79374
896	64480	79289
897	64543	79206
898	64603	79118
899	64664	79034
900	64714	78935
901	64779	78856
902	64845	78777
903	64903	78688
904	64995	78640
905	65057	78557
906	65107	78458
907	65174	78382
908	65223	78282
909	65286	78199
910	65354	78124
911	65424	78050
912	65471	77949
913	65544	77878
914	65607	77796
915	65655	77697
916	65715	77611
917	65787	77540
918	65850	77458
919	65909	77371
920	65965	77282
921	66030	77202
922	66087	77113
923	66153	77036
924	66221	76960
925	66271	76863
926	66327	76774
927	66385	76687
928	66457	76615
929	66505	76517
930	66573	76441
931	66638	76362
932	66705	76286
933	66777	76214
934	66833	76125
935	66900	76048
936	66976	75982
937	67035	75897
938	67111	75831
939	67162	75736
940	67225	75655
941	67292	75578
942	67361	75504
943	67434	75435
944	67514	75372
945	67578	75293
946	67635	75205
947	67715	75144
948	67797	75084
949	67863	75006
950	67957	74960
951	68030	74890
952	68091	74807
953	68157	74730
954	68235	74666
955	68297	74584
956	68365	74509
957	68441	74442
958	68505	74362
959	68588	74304
960	68643	74215
961	68698	74125
962	68869	74161
963	68961	74112
964	69033	74041
965	69117	73982
966	69182	73904
967	69228	73805
968	69297	73731
969	69360	73650
970	69429	73576
971	69501	73505
972	69562	73422
973	69615	73332
974	69692	73266
975	69757	73188
976	69813	73100
977	69873	73016
978	69941	72941
979	70016	72874
980	70074	72788
981	70130	72701
982	70198	72626
983	70268	72553
984	70339	72482
985	70398	72397
986	70461	72318
987	70533	72247
988	70607	72178
989	70677	72104
990	70747	72032
991	70807	71949
992	70882	71881
993	70944	71800
994	71013	71727
995	71079	71649
996	71136	71564
997	71193	71478
998	71261	71403
999	71332	71332
1000	71403	71260
1001	71487	71202
1002	71546	71118
1003	71624	71054
1004	71702	70988
1005	71773	70917
1006	71829	70830
1007	71879	70738
1008	71954	70670
1009	72009	70583
1010	72069	70501
1011	72140	70430
1012	72210	70357
1013	72283	70287
1014	72353	70214
1015	72416	70135
1016	72470	70047
1017	72558	69993
1018	72628	69920
1019	72703	69852
1020	72788	69794
1021	72861	69724
1022	72938	69658
1023	73015	69592
1024	73083	69518
1025	73167	69459
1026	73228	69378
1027	73299	69306
1028	73371	69235
1029	73442	69163
1030	73514	69093
1031	73592	69028
1032	73659	68953
1033	73741	68892
1034	73820	68827
1035	73901	68765
1036	73998	68717
1037	74063	68640
1038	74140	68574
1039	74198	68491
1040	74255	68406
1041	74341	68348
1042	74407	68272
1043	74486	68207
1044	74577	68154
1045	74660	68093
1046	74720	68012
1047	74795	67943
1048	74860	67866
1049	74922	67786
1050	75009	67729
1051	75063	67642
1052	75123	67561
1053	75193	67488
1054	75251	67405
1055	75317	67329
1056	75374	67245
1057	75458	67184
1058	75524	67109
1059	75590	67033
1060	75658	66958
1061	75718	66877
1062	75766	66786
1063	75815	66694
1064	75886	66623
1065	75949	66544
1066	76026	66478
1067	76106	66415
1068	76167	66335
1069	76227	66254
1070	76286	66172
1071	76346	66091
1072	76402	66006
1073	76452	65917
1074	76508	65833
1075	76570	65753
1076	76625	65668
1077	76682	65585
1078	76731	65495
1079	76780	65405
1080	76850	65333
1081	76917	65259
1082	76971	65173
1083	77034	65095
1084	77097	65017
1085	77160	64940
1086	77245	64880
1087	77301	64796
1088	77366	64721
1089	77437	64649
1090	77488	64561
1091	77556	64488
1092	77633	64422
1093	77717	64361
1094	77801	64301
1095	77851	64213
1096	77917	64138
1097	77988	64066
1098	78051	63989
1099	78118	63915
1100	78192	63846
1101	78267	63778
1102	78329	63700
1103	78395	63625
1104	78467	63555
1105	78516	63465
1106	78579	63389
1107	78644	63312
1108	78715	63242
1109	78781	63166
1110	78845	63090
1111	78917	63020
1112	78978	62941
1113	79040	62863
1114	79095	62779
1115	79161	62705
1116	79231	62633
1117	79290	62553
1118	79359	62480
1119	79415	62398
1120	79481	62322
1121	79541	62243
1122	79606	62168
1123	79673	62094
1124	79741	62021
1125	79822	61958
1126	79899	61891
1127	79970	61820
1128	80029	61741
1129	80102	61671
1130	80176	61603
1131	80239	61526
1132	80293	61442
1133	80368	61375
1134	80421	61290
1135	80506	61229
1136	80558	61145
1137	80612	61061
1138	80671	60981
1139	80750	60917
1140	80816	60842
1141	80888	60772
1142	80957	60700
1143	81034	60633
1144	81086	60549
1145	81149	60472
1146	81220	60401
1147	81285	60327
1148	81342	60245
1149	81416	60177
1150	81477	60099
1151	81541	60023
1152	81618	59957
1153	81690	59887
1154	81761	59816
1155	81823	59739
1156	81895	59669
1157	81958	59593
1158	82026	59520
1159	82098	59450
1160	82177	59385
1161	82249	59316
1162	82320	59244
1163	82402	59182
1164	82454	59098
1165	82512	59018
1166	82590	58953
1167	82651	58875
1168	82731	58810
1169	82798	58737
1170	82853	58655
1171	82928	58587
1172	83002	58519
1173	83063	58441
1174	83133	58370
1175	83195	58293
1176	83277	58230
1177	83332	58148
1178	83391	58069
1179	83549	58060
1180	83616	57986
1181	83678	57909
1182	83733	57827
1183	83796	57751
1184	83868	57681
1185	83940	57611
1186	83999	57532
1187	84064	57458
1188	84119	57376
1189	84185	57302
1190	84243	57223
1191	84313	57152
1192	84373	57074
1193	84450	57007
1194	84522	56937
1195	84590	56865
1196	84666	56797
1197	84734	56725
1198	84806	56655
1199	84879	56586
1200	84954	56518
1201	85023	56446
1202	85090	56373
1203	85171	56309
1204	85244	56240
1205	85304	56162
1206	85372	56089
1207	85443	56019
1208	85514	55948
1209	85587	55879
1210	85665	55813
1211	85725	55735
1212	85799	55666
1213	85875	55599
1214	85925	55515
1215	85992	55442
1216	86055	55367
1217	86107	55284
1218	86168	55207
1219	86237	55135
1220	86293	55055
1221	86366	54986
1222	86447	54921
1223	86524	54855
1224	86599	54787
1225	86669	54716
1226	86723	54634
1227	86773	54551
1228	86833	54474
1229	86915	54410
1230	86978	54334
1231	87054	54268
1232	87116	54191
1233	87183	54118
1234	87249	54045
1235	87313	53970
1236	87400	53910
1237	87466	53836
1238	87527	53760
1239	87581	53679
1240	87637	53599
1241	87699	53523
1242	87784	53461
1243	87870	53400
1244	87938	53328
1245	88002	53253
1246	88058	53174
1247	88127	53102
1248	88192	53028
1249	88244	52946
1250	88309	52872
1251	88372	52797
1252	88460	52737
1253	88523	52662
1254	88594	52591
1255	88669	52523
1256	88740	52453
1257	88811	52383
1258	88869	52305
1259	88946	52238
1260	89007	52162
1261	89061	52081
1262	89120	52004
1263	89200	51939
1264	89275	51871
1265	89336	51795
1266	89424	51734
1267	89487	51660
1268	89542	51580
1269	89607	51506
1270	89683	51439
1271	89753	51368
1272	89822	51296
1273	89891	51225
1274	89954	51150
1275	90019	51077
1276	90076	50998
1277	90144	50926
1278	90211	50854
1279	90279	50782
1280	90338	50705
1281	90409	50634
1282	90486	50567
1283	90542	50489
1284	90593	50408
1285	90660	50335
1286	90725	50262
1287	90794	50190
1288	90869	50122
1289	90944	50054
1290	91036	49996
1291	91108	49926
1292	91163	49847
1293	91233	49776
1294	91301	49704
1295	91357	49626
1296	91415	49548
1297	91486	49478
1298	91562	49411
1299	91642	49345
1300	91698	49267
1301	91777	49201
1302	91852	49133
1303	91920	49062
1304	91981	48986
1305	92046	48912
1306	92110	48838
1307	92175	48765
1308	92261	48703
1309	92310	48621
1310	92379	48550
1311	92435	48472
1312	92514	48406
1313	92588	48337
1314	92659	48267
1315	92725	48194
1316	92805	48128
1317	92859	48050
1318	92922	47975
1319	92995	47907
1320	93052	47829
1321	93124	47759
1322	93189	47686
1323	93269	47620
1324	93342	47551
1325	93421	47485
1326	93476	47407
1327	93551	47339
1328	93610	47263
1329	93689	47197
1330	93772	47132
1331	93852	47067
1332	93915	46993
1333	93982	46920
1334	94053	46850
1335	94117	46777
1336	94182	46703
1337	94246	46630
1338	94308	46555
1339	94388	46489
1340	94460	46420
1341	94528	46348
1342	94591	46274
1343	94657	46201
1344	94731	46133
1345	94819	46071
1346	94898	46004
1347	94963	45932
1348	95029	45859
1349	95081	45780
1350	95168	45717
1351	95278	45666
1352	95336	45589
1353	95407	45519
1354	95484	45452
1355	95562	45385
1356	95623	45310
1357	95681	45233
1358	95742	45159
1359	95812	45088
1360	95884	45018
1361	95950	44945
1362	96012	44871
1363	96066	44793
1364	96118	44714
1365	96182	44641
1366	96237	44563
1367	96295	44487
1368	96361	44414
1369	96434	44345
1370	96492	44269
1371	96563	44199
1372	96619	44122
1373	96682	44049
1374	96758	43981
1375	96815	43904
1376	96886	43834
1377	96974	43772
1378	97044	43701
1379	97111	43629
1380	97171	43554
1381	97227	43477
1382	97286	43402
1383	97343	43326
1384	97409	43253
1385	97539	43209
1386	97634	43150
1387	97713	43083
1388	97779	43011
1389	97840	42937
1390	97916	42869
1391	97973	42793
1392	98051	42725
1393	98102	42647
1394	98169	42575
1395	98236	42503
1396	98298	42429
1397	98355	42353
1398	98416	42279
1399	98496	42212
1400	98559	42139
1401	98621	42065
1402	98679	41989
1403	98754	41921
1404	98837	41856
1405	98898	41782
1406	98972	41713
1407	99028	41636
1408	99105	41569
1409	99177	41499
1410	99243	41427
1411	99320	41360
1412	99397	41292
1413	99460	41218
1414	99525	41146
1415	99598	41077
1416	99677	41010
1417	99742	40938
1418	99801	40863
1419	99860	40788
1420	99951	40726
1421	100033	40660
1422	100094	40586
1423	100161	40514
1424	100232	40444
1425	100301	40373
1426	100360	40298
1427	100428	40227
1428	100510	40161
1429	100579	40090
1430	100651	40021
1431	100717	39949
1432	100800	39883
1433	100867	39812
1434	100915	39733
1435	100985	39662
1436	101051	39590
1437	101106	39514
1438	101166	39440
1439	101221	39363
1440	101287	39292
1441	101350	39218
1442	101418	39147
1443	101488	39077
1444	101594	39020
1445	101664	38950
1446	101727	38877
1447	101781	38800
1448	101840	38726
1449	101918	38658
1450	101980	38585
1451	102057	38517
1452	102128	38447
1453	102210	38381
1454	102306	38320
1455	102374	38249
1456	102436	38176
1457	102491	38100
1458	102549	38025
1459	102615	37953
1460	102680	37881
1461	102737	37806
1462	102797	37732
1463	102862	37660
1464	102931	37589
1465	103002	37519
1466	103065	37446
1467	103125	37372
1468	103202	37304
1469	103255	37228
1470	103316	37154
1471	103380	37082
1472	103449	37011
1473	103516	36939
1474	103573	36865
1475	103627	36789
1476	103686	36715
1477	103735	36637
1478	103795	36563
1479	103862	36492
1480	103933	36422
1481	103998	36350
1482	104071	36281
1483	104147	36212
1484	104241	36150
1485	104303	36078
1486	104374	36008
1487	104447	35939
1488	104523	35870
1489	104584	35797
1490	104659	35728
1491	104733	35659
1492	104800	35588
1493	104884	35523
1494	104947	35450
1495	105003	35375
1496	105063	35302
1497	105119	35227
1498	105192	35157
1499	105260	35086
1500	105326	35015
1501	105378	34939
1502	105450	34869
1503	105512	34796
1504	105599	34732
1505	105670	34662
1506	105743	34592
1507	105817	34524
1508	105901	34458
1509	105976	34389
1510	106049	34320
1511	106108	34246
1512	106155	34169
1513	106209	34093
1514	106269	34020
1515	106340	33950
1516	106412	33880
1517	106471	33807
1518	106538	33735
1519	106592	33660
1520	106676	33594
1521	106754	33527
1522	106830	33459
1523	106897	33387
1524	106954	33313
1525	107022	33242
1526	107077	33168
1527	107136	33094
1528	107193	33020
1529	107246	32945
1530	107302	32870
1531	107363	32797
1532	107430	32726
1533	107488	32652
1534	107557	32582
1535	107622	32511
1536	107684	32438
1537	107736	32362
1538	107787	32287
1539	107837	32211
1540	107898	32138
1541	107968	32068
1542	108028	31995
1543	108090	31923
1544	108153	31850
1545	108218	31779
1546	108276	31706
1547	108344	31635
1548	108399	31561
1549	108460	31488
1550	108534	31419
1551	108606	31350
1552	108667	31277
1553	108727	31204
1554	108803	31136
1555	108865	31064
1556	108938	30995
1557	109011	30926
1558	109080	30856
1559	109147	30785
1560	109209	30712
1561	109282	30644
1562	109353	30574
1563	109423	30504
1564	109491	30433
1565	109557	30362
1566	109629	30293
1567	109691	30221
1568	109763	30151
1569	109826	30079
1570	109889	30007
1571	109945	29934
1572	110017	29864
1573	110079	29792
1574	110162	29726
1575	110214	29651
1576	110271	29578
1577	110350	29510
1578	110420	29440
1579	110498	29373
1580	110570	29303
1581	110635	29232
1582	110688	29158
1583	110755	29087
1584	110822	29016
1585	110873	28941
1586	110928	28867
1587	110995	28797
1588	111052	28724
1589	111115	28652
1590	111192	28584
1591	111251	28511
1592	111311	28439
1593	111372	28367
1594	111437	28296
1595	111504	28225
1596	111567	28153
1597	111631	28082
1598	111689	28009
1599	111740	27935
1600	111808	27864
1601	111866	27792
1602	111940	27723
1603	112016	27654
1604	112095	27587
1605	112169	27518
1606	112242	27449
1607	112302	27377
1608	112368	27306
1609	112446	27238
1610	112525	27170
1611	112593	27100
1612	112677	27034
1613	112739	26962
1614	112811	26893
1615	112895	26826
1616	112986	26761
1617	113043	26689
1618	113109	26618
1619	113187	26550
1620	113270	26483
1621	113346	26414
1622	113415	26344
1623	113506	26279
1624	113604	26216
1625	113704	26153
1626	113779	26084
1627	113863	26017
1628	113944	25950
1629	114009	25879
1630	114096	25813
1631	114163	25742
1632	114246	25675
1633	114326	25607
1634	114416	25542
1635	114485	25472
1636	114573	25406
1637	114652	25338
1638	114718	25267
1639	114803	25200
1640	114869	25129
1641	114949	25062
1642	115040	24996
1643	115153	24935
1644	115256	24873
1645	115387	24815
1646	115466	24747
1647	115539	24678
1648	115621	24610
1649	115687	24539
1650	115756	24469
1651	115808	24395
1652	115883	24326
1653	115954	24256
1654	116013	24184
1655	116072	24111
1656	116122	24037
1657	116178	23964
1658	116266	23898
1659	116344	23829
1660	116418	23760
1661	116485	23689
1662	116556	23619
1663	116638	23551
1664	116705	23481
